,name,album,artist,release_date,length,popularity,track_id,mode,acousticness,danceability,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,duration_ms,time_signature,genre
364,Paciência (Participação especial Alcione),Paciência,Ferrugem,2016-07-29,228324,50,3VcSgIRD4LXjYN7qcg2sCr,0,0.603,0.659,0.809,0.000284,0.215,0.7709999999999999,-7.795,0.0524,91.999,228325,4,['pagode']
365,Sick Love,The Getaway,Red Hot Chili Peppers,2016-06-17,221440,64,6GsP3uMCd0Dn5T37C93waZ,0,0.183,0.591,0.794,0.0,0.292,0.875,-5.935,0.069,147.974,221440,4,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
366,Ivy,Blonde,Frank Ocean,2016-08-20,249191,77,2ZWlPOoWh0626oTaHrnl2a,0,0.782,0.5670000000000001,0.388,0.000309,0.248,0.452,-9.579,0.0384,116.362,249191,4,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
367,Dope,The Most Beautiful Moment in Life: Young Forever,BTS,2016-05-02,240020,71,4TiKZrN7gtc62SUiufpFCM,0,0.0272,0.579,0.8959999999999999,1.02e-06,0.352,0.6779999999999999,-2.781,0.224,153.991,240021,4,"['k-pop', 'k-pop boy group']"
368,Talvez A Deus,ANAVITÓRIA,ANAVITÓRIA,2016-08-18,206756,50,0dNlsnwZ7PngqKkXMVDYoV,0,0.513,0.547,0.472,0.00267,0.0933,0.266,-8.937000000000001,0.0318,98.006,206756,4,"['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop']"
369,Mr Loverman,Montgomery Ricky,Ricky Montgomery,2016-04-08,216880,78,0MF5QHFzTUM2dYm6J7Vngt,1,0.245,0.639,0.526,2.43e-05,0.25,0.488,-6.697,0.0256,130.033,216880,3,"['indie pop', 'la indie', 'modern rock']"
370,Kyouran Hey Kids!!,FIXION,THE ORAL CIGARETTES,2016-01-05,250973,71,38kcwx5znepLWCIBID0Bwm,1,0.00318,0.526,0.981,0.00161,0.187,0.7809999999999999,-1.82,0.111,142.016,250973,4,"['j-pop', 'j-rock', 'japanese alternative rock', 'japanese indie rock']"
371,Innerbloom,Bloom,RÜFÜS DU SOL,2016-01-22,578040,61,6CGMZijOAZvTXG21T8t6R0,1,0.125,0.7290000000000001,0.72,0.353,0.178,0.0388,-6.69,0.0371,122.015,578041,4,"['australian electropop', 'edm', 'indietronica', 'tropical house']"
372,Coração Carnaval,ANAVITÓRIA,ANAVITÓRIA,2016-08-18,51432,50,0RjDy7PboZiYsvTliriEqS,1,0.929,0.7020000000000001,0.0117,0.0,0.185,0.877,-24.818,0.058,123.015,51433,4,"['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop']"
373,Freedom (feat. Kendrick Lamar),Lemonade,Beyoncé,2016-04-23,289760,65,7aBxcRw77817BrkdPChAGY,1,0.0376,0.4370000000000001,0.8029999999999999,0.0,0.6829999999999999,0.406,-6.412000000000001,0.305,84.37799999999999,289760,4,"['houston rap', 'pop', 'pop rap', 'trap queen']"
374,Vente Pa' Ca (feat. Maluma),Vente Pa' Ca (feat. Maluma),Ricky Martin,2016-09-22,259195,72,7DM4BPaS7uofFul3ywMe46,0,0.00431,0.6629999999999999,0.92,1.69e-05,0.101,0.5329999999999999,-4.07,0.226,99.935,259196,4,"['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano']"
375,E Daí,Acústico 20 anos,Guilherme & Santiago,2016-07-15,142509,50,56UOox7L4cTouYYSD8vFUc,0,0.182,0.695,0.9440000000000001,1.74e-06,0.84,0.7929999999999999,-3.22,0.146,102.014,142509,4,"['pagode', 'sertanejo', 'sertanejo pop', 'sertanejo tradicional', 'sertanejo universitario']"
376,Não Sou Otário,4° Último,Tribo da Periferia,2016-12-23,230195,50,7yzKbjOqAzWNf9zdf2bhuQ,1,0.258,0.882,0.303,0.0,0.0658,0.476,-12.217,0.208,135.931,230195,4,"['brazilian edm', 'rap df']"
377,All Night,Lemonade,Beyoncé,2016-04-23,322000,66,7oAuqs6akGnPU3Tb00ZmyM,1,0.392,0.574,0.573,2.16e-05,0.0933,0.626,-7.079,0.085,136.304,322000,4,"['houston rap', 'pop', 'pop rap', 'trap queen']"
378,Pé Direito,Pé Direito,Mc Davi,2016-10-19,192078,50,6V3J5pbU5yBvB5zxPSyP5v,0,0.59,0.7959999999999999,0.586,0.0,0.124,0.305,-2.479,0.0356,130.023,192078,4,[]
379,Solo Dance,Solo Dance,Martin Jensen,2016-11-04,174933,69,10AsRVRdU07cMAFHeGYO3c,1,0.0485,0.746,0.846,0.0,0.195,0.403,-2.432,0.048,114.955,174933,4,"['big room', 'dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']"
380,Presente de um Beija-Flor - Natiruts Reggae Brasil - Ao Vivo,Natiruts Reggae Brasil (Ao Vivo) [Deluxe],Natiruts,2016-08-19,244506,51,6nhBB8ZSXjMRRXz3tGgdjL,0,0.18,0.613,0.884,0.000451,0.877,0.797,-6.436,0.0568,144.12,244507,5,"['brazilian reggae', 'reggae tuga']"
381,My Favorite Part,The Divine Feminine,Mac Miller,2016-09-16,216000,72,66wkCYWlXzSTQAfnsPBptt,1,0.627,0.861,0.33,1.93e-06,0.14,0.718,-7.194,0.0526,95.016,216000,4,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
382,Hallelujah,A Pentatonix Christmas,Pentatonix,2016-10-21,268960,66,550rQQCGkrTzvp4SfpOPzx,0,0.454,0.322,0.377,0.0,0.338,0.366,-7.385,0.0356,118.669,268960,4,['a cappella']
383,Goodbye Angels,The Getaway,Red Hot Chili Peppers,2016-06-17,268733,64,2XTkpF9T2PKvcLgamGJGx1,0,0.104,0.365,0.804,6.579999999999999e-05,0.15,0.5770000000000001,-5.922000000000001,0.105,171.597,268733,4,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
384,Eu Te Amo Sexta-Feira - Ao Vivo,Ao Vivo em São José do Rio Preto (Deluxe),Zé Neto & Cristiano,2016-11-11,155478,50,0nkc1JH6yevXABXBcLwHo3,1,0.371,0.564,0.8740000000000001,0.0,0.7659999999999999,0.653,-4.226,0.187,185.975,155479,4,['sertanejo pop']
385,Hollywood,Hollywood,Vintage Culture,2016-07-08,370439,50,5kfsr6cUsIF7HuVSlHvxjk,0,0.00473,0.797,0.4970000000000001,0.124,0.407,0.7709999999999999,-9.392999999999999,0.0843,123.023,370440,4,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house']"
386,Picoloco,Picoloco,A.D.Z,2016-12-15,199091,50,2IYfvQSAJXSclAI6CMGqp1,1,0.613,0.6679999999999999,0.5720000000000001,2.1e-06,0.104,0.181,-7.05,0.208,169.833,199092,4,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
387,Puro Êxtase,Puro Êxtase,KVSH,2016-11-10,258644,50,25wX1MYltiWgk4eZPw0E79,0,0.0666,0.8009999999999999,0.835,0.000223,0.239,0.162,-5.088,0.0668,124.001,258644,4,"['brazilian edm', 'trance brasileiro']"
388,It's Definitely You,"HWARANG, Pt. 2 (Music from the Original TV Series)",V,2016-12-20,230693,70,2LowwiemmGMzzNSH1PJprK,0,0.241,0.737,0.731,0.0,0.087,0.7609999999999999,-3.193,0.0706,94.999,230693,4,"['modern indie pop', 'pop']"
389,Good Grief,Wild World,Bastille,2016-09-09,206493,67,6IGA5YrFiEr5ANrMqKkR6H,1,0.147,0.73,0.758,0.0,0.311,0.877,-4.888,0.0653,120.041,206493,4,"['brostep', 'pop', 'progressive electro house']"
390,Não Vou Mais Atrás De Você (Agora Eu Me Curei) - Ao Vivo,Bar Das Coleguinhas (Ao Vivo),Simone & Simaria,2016-06-24,231080,50,0EUJYK8k8lGaIAoubwalCu,0,0.349,0.623,0.929,0.0,0.65,0.79,-2.013,0.276,179.644,231080,4,"['latin', 'latin pop', 'reggaeton', 'reggaeton colombiano']"
391,Monster,EX'ACT - The 3rd Album,EXO,2016-06-09,221341,70,7GbUWl6qLW1gdngbEV2WDJ,1,0.0066,0.618,0.76,0.0,0.127,0.541,-4.312,0.0596,150.0,221341,4,['environmental']
392,Dia de Sol,10 Anos de Louvor,Gerson Rufino,2016-09-28,252026,49,0ZCJLp30rQp6O0Rf6CDeuO,1,0.65,0.7040000000000001,0.654,0.0,0.315,0.318,-6.266,0.0291,97.564,252027,4,"['brazilian gospel', 'gospel antigas', 'sertanejo gospel']"
393,Caminhos,Castelos & Ruínas,BK,2016-03-21,167999,49,2m1ecu2OlaHCXJQP7EJauN,1,0.389,0.596,0.866,7.47e-06,0.376,0.633,-3.904,0.391,76.931,168000,4,['vapor trap']
394,Tranque a Porta e Me Beija - Ao Vivo,Cabaré Night Club (Ao Vivo),Leonardo,2016-11-25,179173,49,0gzbRF5NGqpMPVTcz1IhL2,1,0.144,0.6629999999999999,0.6859999999999999,0.0,0.903,0.613,-5.366000000000001,0.0327,112.926,179173,4,[]
395,Are You With Me - Radio Edit,Less Is More,Lost Frequencies,2016-10-21,138013,62,2glGP8kEfACgJdZ86kWxhN,0,0.262,0.763,0.608,2.5e-05,0.12,0.393,-8.1,0.035,121.02,138013,4,"['belgian edm', 'edm', 'electro house', 'pop', 'tropical house']"
396,Tumbalatum,Mc Kevinho,MC Kevinho,2016-09-26,123017,53,3Jf7yOgheeCMN3mpCqSgaL,1,0.59,0.9690000000000001,0.752,4.33e-06,0.0608,0.872,-1.665,0.271,130.038,123018,4,"['funk carioca', 'funk ostentacao', 'funk pop']"
397,Lie,Wings,BTS,2016-10-10,215752,69,2cn8rNlgnQOJoqWqXRvWQu,0,0.00331,0.542,0.777,0.0,0.178,0.503,-5.582000000000001,0.033,94.069,215753,3,"['k-pop', 'k-pop boy group']"
398,Let Me Love You,Dangerous Woman,Ariana Grande,2016-05-20,223853,68,5AKlnLpP3WLwZseNbjquND,1,0.0295,0.527,0.435,0.0,0.243,0.0781,-8.363,0.129,102.698,223853,3,"['dance pop', 'pop', 'post-teen pop']"
399,Agora (Ahora Dices Que Me Amas) - Ao Vivo,Clássico (Ao Vivo / Edição Especial),Bruno & Marrone,2016-11-11,246575,49,5RMkOMG3ajHtHnpxTVPOgw,1,0.773,0.545,0.743,0.0,0.494,0.252,-4.178999999999999,0.0721,145.693,246575,4,"['sertanejo', 'sertanejo universitario']"
400,Efeitos - Ao Vivo,Efeitos Tour 2011 (Ao Vivo),Cristiano Araújo,2016-11-28,198509,49,2oacL0xYGbnm0frNJME62D,0,0.112,0.505,0.654,0.0,0.169,0.631,-6.627000000000001,0.0372,140.081,198509,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
401,Só Posso Dizer (São Paulo),Jardim - Pomar,Nando Reis,2016-11-11,198765,49,3XmlyO6IhBbhvWszwk0ZDW,1,0.398,0.511,0.541,0.0,0.0986,0.7190000000000001,-8.841000000000001,0.0316,73.931,198765,4,"['brazilian rock', 'mpb', 'pop rock brasileiro']"
402,Square Hammer,Meliora (Deluxe Edition),Ghost,2016-09-16,239293,60,5TNhjanmvwvmjCz2WYwSAv,0,3.31e-05,0.53,0.903,0.182,0.259,0.747,-4.396,0.0483,129.983,239293,4,"['chicago rap', 'rap']"
403,Corra e Olhe o Céu,Canta Cartola,Teresa Cristina,2016-09-02,146093,50,41xNiLF0fk3EZuhfkK99F4,1,0.975,0.625,0.159,0.003929999999999999,0.7020000000000001,0.374,-15.087,0.051,83.111,146093,4,"['bossa nova', 'mpb', 'nova mpb', 'pagode', 'samba', 'samba moderno', 'velha guarda']"
404,Party Monster,Starboy,The Weeknd,2016-11-25,249213,72,4F7A0DXBrmUAkp32uenhZt,1,0.189,0.573,0.63,2.31e-05,0.259,0.218,-8.389,0.105,77.525,249213,4,"['canadian contemporary r&b', 'canadian pop', 'pop']"
405,Não Quero Piedade - Ao Vivo,Cabaré Night Club (Ao Vivo),Leonardo,2016-11-25,200000,49,060yBdo3lauYpAIGm1fNoe,1,0.241,0.677,0.7190000000000001,0.0,0.895,0.614,-4.454,0.0286,104.939,200000,3,[]
406,STAY,SQUARE TWO,BLACKPINK,2016-11-01,230400,70,4TWHREp4wv0TmewqR6rgRd,1,0.569,0.628,0.433,7.71e-06,0.104,0.343,-6.808,0.0383,88.074,230400,4,"['k-pop', 'k-pop girl group']"
407,Summertime Love,Crashing Parties,Mark Hummingbird,2016-11-30,225158,49,5ujshlQEPsNDHfyry2wYiE,1,0.0352,0.772,0.7709999999999999,0.000408,0.0843,0.785,-8.08,0.0394,114.995,225158,4,[]
408,I Wanna Know,I Wanna Know,Alesso,2016-04-01,240413,63,2kYqdSlrtovVMMIn6ykzba,1,0.0842,0.655,0.818,0.0,0.106,0.474,-3.626,0.033,115.971,240413,4,"['dance pop', 'pop', 'post-teen pop']"
409,Deixa Baixo,Deixa Baixo,Dan Lellis,2016-10-14,155794,49,1rkvg172ZdZTpao4z0dlcq,0,0.0813,0.78,0.359,0.0,0.631,0.31,-11.176,0.0993,136.994,155794,4,"['brazilian edm', 'funk carioca', 'funk ostentacao', 'rap df', 'sertanejo pop']"
410,Talismã / Hoje Eu Sei / Vida Vazia - Ao Vivo,Clayton & Romário: Acústico (Ao Vivo),Clayton & Romário,2016-01-17,353720,49,6Db6Z7x1XV6nWedaggoC4y,1,0.244,0.4379999999999999,0.465,0.0,0.9540000000000001,0.222,-4.526,0.0296,111.855,353720,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
411,No More Sad Songs (feat. Machine Gun Kelly),Glory Days (Expanded Edition),Little Mix,2016-11-18,225200,67,0U372D2pbraSnrTFxSYlNj,0,0.0782,0.7090000000000001,0.778,8.3e-06,0.306,0.7,-3.533,0.046,102.022,225200,4,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
412,Amor Mal Resolvido - Ao Vivo,Simone & Simaria (Ao Vivo),Simone & Simaria,2016-10-28,198395,49,0Qq4juvCKLydZSHatijNcG,1,0.563,0.602,0.769,0.0,0.405,0.54,-3.975,0.0577,160.191,198396,4,"['latin', 'latin pop', 'reggaeton', 'reggaeton colombiano']"
413,The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),Mike Perry,2016-04-15,183414,73,2CPqh63wRVscbceKcPxwvv,1,0.0225,0.632,0.575,1.81e-06,0.104,0.188,-6.478,0.029,90.037,183414,4,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'swedish tropical house', 'tropical house']"
414,Tudo de Bom,Mc Livinho,Mc Livinho,2016-01-22,258959,50,5XRtwljsug3r3XOBy9Bndu,0,0.182,0.825,0.647,1.3e-06,0.114,0.672,-8.052,0.0936,129.995,258960,4,"['brega funk', 'funk carioca', 'funk das antigas', 'funk ostentacao']"
415,Vida - Ao Vivo,Novas Histórias (Ao Vivo),Henrique & Juliano,2016-03-18,178373,49,5180JY8ottJGHaMRnrsoqf,1,0.487,0.427,0.77,0.0,0.382,0.413,-3.701,0.0393,145.736,178373,4,"['pagode', 'pagode novo']"
416,XO,i think you think too much of me,EDEN,2016-08-19,159512,72,0ZAiqymvbQUZAh9y6ZT3Rm,0,0.625,0.611,0.39,0.0,0.118,0.617,-5.861000000000001,0.116,163.897,159512,4,"['indie poptimism', 'modern rock', 'pop']"
417,Ainda Lembro,Silva Canta Marisa,Silva,2016-11-18,241213,49,0TStZchybICJD3ALEQAD3G,1,0.752,0.807,0.306,0.000363,0.0892,0.774,-7.795,0.0611,80.029,241213,4,[]
418,Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,2016-04-07,218234,72,2hgzdQdnfWwtdpZbhZlV72,0,0.0472,0.757,0.6779999999999999,9.14e-06,0.0654,0.82,-5.529,0.233,120.075,218235,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
419,Preciso Saber - Acústico,Acústico 3030,3030,2016-08-19,297365,49,1602qQnDVrABMAUTHvmRIP,0,0.617,0.629,0.622,0.0005610000000000001,0.708,0.5539999999999999,-7.334,0.0713,79.819,297365,4,"['afrofuturism', 'alternative hip hop', 'hardcore hip hop', 'hip hop', 'psychedelic hip hop', 'turntablism']"
420,Good as Hell,Good as Hell,Lizzo,2016-03-09,159735,70,3Yh9lZcWyKrK9GjbhuS0hR,0,0.256,0.682,0.919,0.0,0.442,0.535,-3.18,0.0875,95.98200000000001,159736,4,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']"
421,Reminder,Starboy,The Weeknd,2016-11-25,218880,72,37F0uwRSrdzkBiuj0D5UHI,1,0.142,0.706,0.505,0.0,0.164,0.388,-6.922999999999999,0.193,160.053,218880,4,"['canadian contemporary r&b', 'canadian pop', 'pop']"
422,Tá Com Medo de Mim Por Quê? - Ao Vivo,Ao Vivo em São José do Rio Preto (Deluxe),Zé Neto & Cristiano,2016-11-11,161293,49,7qrbpn1t476xfCsCf6yNxi,1,0.355,0.738,0.924,0.0,0.6920000000000001,0.8490000000000001,-4.164,0.0793,103.942,161294,4,['sertanejo pop']
423,O Cara Certo (feat. Sorriso Maroto),O Cara Certo,Dilsinho,2016-06-10,199853,49,4NNE2xc2n3Wjniy3NzKv3M,1,0.8320000000000001,0.636,0.532,0.0,0.0947,0.5329999999999999,-7.239,0.0285,144.024,199853,4,"['pagode', 'pagode novo']"
424,Viva La Vida - Live from Spotify London,Live from Spotify London,Coldplay,2016-12-16,234026,61,6qt0IWS8y6yGR6gNTEmQzj,1,0.123,0.433,0.922,4.8e-06,0.93,0.5,-6.8,0.12,138.203,234027,3,"['permanent wave', 'pop']"
425,Te Amo Chega Dá Raiva - Ao Vivo,Simone & Simaria (Ao Vivo),Simone & Simaria,2016-10-28,217336,49,6eJegXmgnoUYw0fKJsWCGx,1,0.214,0.622,0.889,0.0,0.8640000000000001,0.613,-2.938,0.153,138.037,217337,4,"['latin', 'latin pop', 'reggaeton', 'reggaeton colombiano']"
426,Chunky,24K Magic,Bruno Mars,2016-11-17,186973,68,0mBKv9DkYfQHjdMcw2jdyI,0,0.0208,0.5710000000000001,0.539,0.0,0.125,0.727,-4.446000000000001,0.116,202.103,186973,4,"['dance pop', 'pop', 'post-teen pop']"
427,5:32pm,Vibes 2,The Deli,2016-10-17,136914,72,7qrBYrivpvfXUPBMmqh3dA,0,0.6859999999999999,0.691,0.186,0.934,0.0762,0.5479999999999999,-13.672,0.0487,86.383,136914,4,"['chillhop', 'lo-fi beats', 'lo-fi house']"
428,Yeshua - Ao Vivo,"O Cordeiro, o Leão e o Trono - Parte 1 (Ao Vivo)",Colo de Deus,2016-11-27,479826,49,2hC5rJ6cep3QHJm3pOnIsc,1,0.6829999999999999,0.29,0.444,0.0,0.394,0.236,-8.035,0.0451,119.79,479827,4,"['adoracao', 'brazilian ccm']"
429,Seu Oposto,Ouça Com o Coração,George Henrique & Rodrigo,2016-05-06,151398,49,71QSJ6udq3WiAEda6R1IAq,0,0.273,0.625,0.941,0.0,0.262,0.893,-3.291,0.107,170.13,151398,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
430,Too Young,Stoney (Deluxe),Post Malone,2016-12-09,237146,70,4SYUUlkScpNR1QvPscXf8t,0,0.271,0.602,0.635,3.2e-05,0.0829,0.225,-6.526,0.052,123.05,237147,4,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']"
431,Desperado,ANTI (Deluxe),Rihanna,2016-01-28,186466,68,4mCf3vQf7z0Yseo0RxAi3V,0,0.323,0.685,0.61,0.0,0.102,0.323,-5.221,0.0439,94.384,186467,3,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
432,Transante,Seja o Que Eu Quiser,Lagum,2016-05-08,167507,49,1TJWV70XSJSPhIHXomGIFs,0,0.161,0.731,0.8440000000000001,2.94e-06,0.109,0.9440000000000001,-5.478,0.0567,95.001,167508,4,"['belo horizonte indie', 'brazilian edm', 'funk carioca', 'nova mpb']"
433,Sex With Me,ANTI (Deluxe),Rihanna,2016-01-28,206400,70,7BiELrM90hRxpozaIXbsLw,0,0.294,0.58,0.532,0.0,0.0948,0.39,-5.667999999999999,0.0424,112.049,206400,4,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
434,Fantasma,1977,Luan Santana,2016-11-04,241918,49,5Nw3HvX6k8cB7NjEkqJkij,0,0.772,0.675,0.654,0.0,0.483,0.502,-5.684,0.0297,110.005,241918,4,"['funk carioca', 'pop nacional']"
435,Você Foi Diferente,Você Foi Diferente,MC G15,2016-12-19,177789,49,716p41p4BQQuUMgOP8ucpF,0,0.585,0.884,0.77,0.0,0.27,0.679,-5.34,0.495,129.83,177789,4,"['brega funk', 'funk carioca', 'funk das antigas', 'funk ostentacao']"
436,Quadros,Castelos & Ruínas,BK,2016-03-21,309618,49,6ffxCvPayroRFYIZelqNMI,1,0.747,0.595,0.5660000000000001,2.74e-05,0.0887,0.411,-6.959,0.367,124.093,309618,4,['vapor trap']
437,Power,Glory Days (Expanded Edition),Little Mix,2016-11-18,247840,66,0lUSd7TCG8srh6HpIAEIWL,1,0.0372,0.5660000000000001,0.855,0.000157,0.181,0.517,-4.016,0.211,172.966,247840,4,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
438,Always on My Mind - with The Royal Philharmonic Orchestra,The Wonder of You: Elvis Presley with the Royal Philharmonic Orchestra,Elvis Presley,2016-10-21,217746,64,1EIvjDvoKjwhokJsigvleb,1,0.563,0.29,0.593,0.0235,0.127,0.275,-7.971,0.039,89.521,217747,4,"['rock-and-roll', 'rockabilly']"
439,Ginza - Anitta Remix,Energía,J Balvin,2016-06-24,170360,48,5xpVvOlrjPMqsXIDeNkSux,0,0.0561,0.82,0.833,0.00419,0.0749,0.8420000000000001,-5.541,0.066,101.97,170360,4,"['latin', 'reggaeton', 'reggaeton colombiano']"
440,Mexidinho - Ao Vivo,Ao Vivo Em Goiânia,Maiara & Maraisa,2016-03-04,149240,49,2N1ksfnRHLmKlTNHwuaGvF,0,0.633,0.531,0.94,0.0,0.36,0.602,-2.786,0.204,182.287,149240,4,"['batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista']"
441,Foreplay,Foreplay,Jalen Santoy,2016-07-07,173784,66,28luqgS4NCuFKP6YSOtia5,0,0.123,0.73,0.422,0.00292,0.105,0.505,-6.211,0.0678,118.427,173785,4,"['north carolina hip hop', 'underground hip hop']"
442,Love Myself,HAIZ,Hailee Steinfeld,2016-02-26,218773,72,36phXHOKx8rO7CMp2vNX4x,0,0.0026,0.617,0.759,0.0,0.419,0.324,-6.785,0.0678,122.924,218773,4,"['dance pop', 'pop', 'post-teen pop']"
443,Sequestrado pela Farra,Na Farra ou na Sofrência 2,Tierry,2016-04-01,93112,48,43PWKERyKxXW2hHx3XWw5K,1,0.177,0.838,0.8270000000000001,0.0,0.109,0.9159999999999999,-3.793,0.0598,139.976,93112,4,['forro']
444,Innerbloom,Bloom,RÜFÜS DU SOL,2016-01-22,578040,63,5rpx047aanR0h9Rfp1wgBB,1,0.125,0.7290000000000001,0.72,0.353,0.178,0.0388,-6.69,0.0371,122.015,578041,4,"['australian electropop', 'edm', 'indietronica', 'tropical house']"
445,Aviva-Nos / A Terra Clama - Ao Vivo,Céu e Terra Se Encontram: Ao Vivo e Orgânico,Davi Fernandes & Cultura do Céu,2016-09-30,606053,49,1HzzPJ3yv3Bc3wKqBlBkLj,0,0.11,0.47,0.741,0.0,0.11,0.195,-7.517,0.0542,125.937,606053,4,['adoracao']
446,Meu Cupido É Gari - Ao Vivo,Marília Mendonça - Ao Vivo,Marília Mendonça,2016-03-04,142592,49,4JGRtlMiGUpCjMKpuIdLqn,0,0.746,0.76,0.91,1.47e-06,0.108,0.885,-3.474,0.0592,161.994,142593,4,"['pop nacional', 'sertanejo universitario']"
447,Danca Da Maozinha,Tchakabum Ao Vivo,Tchakabum,2016-02-03,230920,53,0guD5C1NmCWcnKZKYkbVtb,1,0.231,0.5760000000000001,0.887,0.11,0.951,0.607,-7.382000000000001,0.123,98.81700000000001,230920,4,"['axe', 'funk carioca', 'pagode']"
448,through the late night,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,286235,71,1Ci4wASMY4xtKVMeHA6Sd5,0,0.36,0.7440000000000001,0.589,0.0,0.119,0.242,-1.218,0.0359,127.051,286236,4,['rap']
449,Oxum,Ascensão,Serena Assumpção,2016-07-07,268973,49,6lHVCZHLkCCIGPQBeDErxI,1,0.226,0.589,0.459,0.00111,0.126,0.596,-6.54,0.04,79.649,268973,4,"['candomble', 'musica popular paraense', 'nova mpb', 'shamanic', 'umbanda']"
450,Deus e Eu (Acoustic) [Bonus Track],Llegó El Tiempo,Leandro Borges,2016-06-13,229598,49,67R1Cgry6InJkievqhId06,1,0.769,0.589,0.412,0.0,0.154,0.376,-7.161,0.0305,126.994,229599,4,"['adoracao', 'brazilian gospel']"
451,Evidências - Ao Vivo,Clássico (Ao Vivo / Edição Especial),Bruno & Marrone,2016-11-11,344096,48,2picCrZrElxsU6wdbPlHjl,1,0.618,0.488,0.802,6.08e-06,0.418,0.261,-7.137,0.062,100.965,344097,4,"['sertanejo', 'sertanejo universitario']"
452,Trancão de Baile,O Tranco Véio Continua!,Grupo Portal Gaúcho,2016-03-09,219726,48,7kDaZYzA7wcdZAhuPW1eVM,1,0.542,0.8190000000000001,0.9470000000000001,0.0,0.129,0.965,-3.218,0.0762,171.971,219726,4,"['bandinhas', 'musica gaucha', 'musica gaucha tradicionalista']"
453,Tô Comercial - Ao Vivo,Ao Vivo em São José do Rio Preto (Deluxe),Zé Neto & Cristiano,2016-11-11,171206,49,4bB9GuD9yNC0ghUEOIdD4E,1,0.124,0.777,0.893,0.0,0.8540000000000001,0.853,-4.395,0.0634,118.072,171207,4,['sertanejo pop']
454,Consideration,ANTI (Deluxe),Rihanna,2016-01-28,161066,66,6t90Z9XkdsHD8xMxro6KRP,0,0.0392,0.883,0.584,4.39e-06,0.0869,0.784,-2.102,0.0465,144.975,161067,4,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
455,9 Meses,9 Meses,Bárbara Dias,2016-04-29,314933,49,1dLv63mlAqrvURGW7eGv9I,1,0.8109999999999999,0.679,0.124,0.0,0.0974,0.446,-16.294,0.049,102.858,314933,4,['axe']
456,Unstoppable,This Is Acting,Sia,2016-01-29,217746,64,2J2Z1SkXYghSajLibnQHOa,1,0.112,0.468,0.779,0.000373,0.101,0.26,-4.839,0.0779,173.799,217747,4,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']"
457,I Need U,The Most Beautiful Moment in Life: Young Forever,BTS,2016-05-02,210577,70,7dlNGfd6Fq8xcFb4K6Glws,0,0.0184,0.475,0.897,0.0,0.296,0.642,-2.383,0.0736,78.918,210577,4,"['k-pop', 'k-pop boy group']"
458,Purple Lamborghini (with Rick Ross),Purple Lamborghini (with Rick Ross),Skrillex,2016-07-22,215510,71,6JyuJFedEvPmdWQW0PkbGJ,0,0.0019,0.457,0.899,0.0,0.831,0.298,-2.591,0.132,147.268,215510,4,"['edm', 'electro house']"
459,Finesse,24K Magic,Bruno Mars,2016-11-17,191000,67,5XMkENs3GfeRza8MfVAhjK,0,0.007809999999999999,0.741,0.7979999999999999,0.0,0.0232,0.9390000000000001,-5.342000000000001,0.0718,104.953,191000,4,"['dance pop', 'pop', 'post-teen pop']"
